index,Last level,GHG/Unit,GHG Conversion Factor
13318,Total emissions including non-Kyoto products,kg CO2e,525.0
13319,Total emissions including non-Kyoto products,kg CO2e,148.0
1340,Emissions including only Kyoto products,kg CO2e,
1341,Emissions including only Kyoto products,kg CO2e,
1342,Emissions including only Kyoto products,kg CO2e,
1343,Emissions including only Kyoto products,kg CO2e,
1344,Emissions including only Kyoto products,kg CO2e,
1345,Emissions including only Kyoto products,kg CO2e,
1346,Emissions including only Kyoto products,kg CO2e,
1347,Emissions including only Kyoto products,kg CO2e,
1348,Emissions including only Kyoto products,kg CO2e,
1349,Emissions including only Kyoto products,kg CO2e,
13410,Emissions including only Kyoto products,kg CO2e,
13411,Emissions including only Kyoto products,kg CO2e,
13412,Emissions including only Kyoto products,kg CO2e,
13413,Emissions including only Kyoto products,kg CO2e,
13414,Emissions including only Kyoto products,kg CO2e,
1340,Emissions including only non-Kyoto products,kg CO2e,12400.0
1341,Emissions including only non-Kyoto products,kg CO2e,5560.0
1342,Emissions including only non-Kyoto products,kg CO2e,523.0
1343,Emissions including only non-Kyoto products,kg CO2e,491.0
1344,Emissions including only non-Kyoto products,kg CO2e,654.0
1345,Emissions including only non-Kyoto products,kg CO2e,812.0
1346,Emissions including only non-Kyoto products,kg CO2e,301.0
1347,Emissions including only non-Kyoto products,kg CO2e,530.0
1348,Emissions including only non-Kyoto products,kg CO2e,889.0
1349,Emissions including only non-Kyoto products,kg CO2e,413.0
13410,Emissions including only non-Kyoto products,kg CO2e,421.0
13411,Emissions including only non-Kyoto products,kg CO2e,57.0
13412,Emissions including only non-Kyoto products,kg CO2e,2820.0
13413,Emissions including only non-Kyoto products,kg CO2e,5350.0
13414,Emissions including only non-Kyoto products,kg CO2e,2910.0
1340,Total emissions including non-Kyoto products,kg CO2e,12400.0
1341,Total emissions including non-Kyoto products,kg CO2e,5560.0
1342,Total emissions including non-Kyoto products,kg CO2e,523.0
1343,Total emissions including non-Kyoto products,kg CO2e,491.0
1344,Total emissions including non-Kyoto products,kg CO2e,654.0
1345,Total emissions including non-Kyoto products,kg CO2e,812.0
1346,Total emissions including non-Kyoto products,kg CO2e,301.0
1347,Total emissions including non-Kyoto products,kg CO2e,530.0
1348,Total emissions including non-Kyoto products,kg CO2e,889.0
1349,Total emissions including non-Kyoto products,kg CO2e,413.0
13410,Total emissions including non-Kyoto products,kg CO2e,421.0
13411,Total emissions including non-Kyoto products,kg CO2e,57.0
13412,Total emissions including non-Kyoto products,kg CO2e,2820.0
13413,Total emissions including non-Kyoto products,kg CO2e,5350.0
13414,Total emissions including non-Kyoto products,kg CO2e,2910.0
1350,Emissions including only Kyoto products,kg CO2e,
1351,Emissions including only Kyoto products,kg CO2e,
1352,Emissions including only Kyoto products,kg CO2e,
1353,Emissions including only Kyoto products,kg CO2e,
1354,Emissions including only Kyoto products,kg CO2e,
1355,Emissions including only Kyoto products,kg CO2e,
1356,Emissions including only Kyoto products,kg CO2e,
1357,Emissions including only Kyoto products,kg CO2e,
1358,Emissions including only Kyoto products,kg CO2e,
1359,Emissions including only Kyoto products,kg CO2e,
13510,Emissions including only Kyoto products,kg CO2e,
13511,Emissions including only Kyoto products,kg CO2e,
13512,Emissions including only Kyoto products,kg CO2e,
13513,Emissions including only Kyoto products,kg CO2e,
13514,Emissions including only Kyoto products,kg CO2e,
1350,Emissions including only non-Kyoto products,kg CO2e,17400.0
1351,Emissions including only non-Kyoto products,kg CO2e,9710.0
1352,Emissions including only non-Kyoto products,kg CO2e,1.0
1353,Emissions including only non-Kyoto products,kg CO2e,9.0
1354,Emissions including only non-Kyoto products,kg CO2e,12.0
1355,Emissions including only non-Kyoto products,kg CO2e,0.06
1356,Emissions including only non-Kyoto products,kg CO2e,3.0
1357,Emissions including only non-Kyoto products,kg CO2e,0.006
1358,Emissions including only non-Kyoto products,kg CO2e,5.0
1359,Emissions including only non-Kyoto products,kg CO2e,5.0
13510,Emissions including only non-Kyoto products,kg CO2e,0.437
13511,Emissions including only non-Kyoto products,kg CO2e,2.0
13512,Emissions including only non-Kyoto products,kg CO2e,1.0
13513,Emissions including only non-Kyoto products,kg CO2e,1.0
13514,Emissions including only non-Kyoto products,kg CO2e,
1350,Total emissions including non-Kyoto products,kg CO2e,17400.0
1351,Total emissions including non-Kyoto products,kg CO2e,9710.0
1352,Total emissions including non-Kyoto products,kg CO2e,1.0
1353,Total emissions including non-Kyoto products,kg CO2e,9.0
1354,Total emissions including non-Kyoto products,kg CO2e,12.0
1355,Total emissions including non-Kyoto products,kg CO2e,0.06
1356,Total emissions including non-Kyoto products,kg CO2e,3.0
1357,Total emissions including non-Kyoto products,kg CO2e,0.006
1358,Total emissions including non-Kyoto products,kg CO2e,5.0
1359,Total emissions including non-Kyoto products,kg CO2e,5.0
